,BSSE_QGF_204446,BSSE_QGF_204447,BSSE_QGF_204448,BSSE_QGF_204449,BSSE_QGF_204450,BSSE_QGF_204451,BSSE_QGF_204452,BSSE_QGF_204453,BSSE_QGF_204458,BSSE_QGF_204459,BSSE_QGF_204460,BSSE_QGF_204461,BSSE_QGF_204462,BSSE_QGF_204463,BSSE_QGF_204464,BSSE_QGF_204465
ENSG00000196741,55,42,83,54,68,45,88,64,39,38,65,53,55,47,79,54
ENSG00000078061,2896,3115,3185,3556,3491,3533,2763,3309,2623,2466,1876,2197,2651,3803,2602,3240
ENSG00000102265,1130,1655,429,2339,1535,1617,158,2389,1235,1749,116,946,1022,1594,247,1270
ENSG00000263858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267064,37,19,76,37,30,23,53,19,21,23,46,26,31,17,64,45
ENSG00000187893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188459,439,460,608,527,556,588,490,572,455,528,388,452,422,606,521,529
ENSG00000197779,969,657,462,645,1013,815,425,803,871,693,314,536,951,675,523,593
ENSG00000171489,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0
ENSG00000277541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287757,2,4,0,7,2,0,2,3,0,0,0,2,0,1,4,1
ENSG00000171483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234780,0,0,2,0,2,1,4,2,4,0,1,1,1,3,4,0
ENSG00000252856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229662,4,0,11,9,11,3,18,6,12,2,4,3,4,10,17,9
ENSG00000126752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237345,0,2,1,0,1,0,2,1,1,0,2,0,1,1,0,0
ENSG00000234391,1,0,0,1,0,1,1,3,0,0,2,0,1,2,2,0
ENSG00000227302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231603,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,0
ENSG00000235350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000068438,1532,1218,2828,1436,2250,1677,2295,1726,1636,1309,1550,973,1499,1797,2209,1388
ENSG00000102312,977,1159,1545,1279,1795,1647,1584,1408,1155,1112,1048,941,1083,1557,1199,1106
ENSG00000147155,2238,1792,7309,1414,4315,2952,6701,1905,2524,1538,3608,1233,2113,2805,5849,1684
ENSG00000286268,1584,1181,4612,1012,2919,2013,4335,1332,1696,1082,2358,866,1479,1950,3721,1185
ENSG00000276823,2,3,4,0,4,0,2,1,1,1,3,0,2,0,5,0
ENSG00000068354,1559,1530,1790,1516,2145,2318,1939,1991,1393,1578,1271,1339,1584,2286,1753,1787
ENSG00000102317,9240,6418,7796,5266,11918,8043,6184,7113,9089,6592,3763,5442,8574,7923,7951,7248
ENSG00000279528,142,102,115,77,201,107,73,148,148,137,53,85,151,74,108,79
ENSG00000101940,927,1271,869,1452,1260,1707,1099,1398,828,1161,710,912,874,1885,936,1540
ENSG00000231725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000015285,6733,8620,6368,10144,9041,9834,7821,8970,6444,7338,4938,6401,6388,11083,7486,9314
LRG_125,6644,8519,6308,10023,8942,9722,7770,8863,6380,7228,4915,6306,6297,10989,7428,9227
ENSG00000101945,964,754,2221,432,1168,888,2637,490,966,442,1565,542,781,1167,2696,966
ENSG00000171433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRG_559,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000094631,2990,3305,3351,3421,3669,3941,3743,3160,2516,2522,2535,2405,2571,4275,3418,3762
ENSG00000187682,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
ENSG00000102103,1641,1943,1820,2004,2047,2291,1624,2334,1566,1694,1123,1472,1555,2729,1679,2242
ENSG00000279155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288908,61,66,34,39,81,124,74,103,57,66,33,74,53,99,99,107
ENSG00000147144,385,427,343,630,510,589,292,558,349,420,209,385,363,459,283,496
ENSG00000206936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000269313,31,11,30,49,27,36,27,36,15,26,15,21,21,32,23,32
ENSG00000102007,2325,2408,3783,2750,4065,3171,2463,2104,2715,2735,1792,2250,2563,3732,2269,2500
ENSG00000237341,3,5,1,2,3,1,3,12,3,11,0,1,1,3,1,1
ENSG00000101997,1210,1453,1194,1415,1719,2023,1349,1690,1025,1104,845,995,1001,2019,1067,1567
ENSG00000049769,469,501,473,670,493,612,361,740,285,434,200,427,394,608,339,585
ENSG00000270012,465,425,278,429,424,423,295,414,375,391,181,288,403,429,364,362
ENSG00000215274,4,6,1,3,1,3,0,7,1,2,1,1,6,0,2,2
ENSG00000224659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000205777,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000101951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273820,115,91,45,89,107,85,35,77,103,91,33,69,108,59,49,52
ENSG00000171365,168,100,436,63,145,128,326,90,139,71,215,102,133,127,333,92
ENSG00000207758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000208015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147082,19,18,16,21,31,18,29,38,18,17,26,25,16,9,32,20
ENSG00000222303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226881,2,2,0,0,3,3,0,3,2,1,0,1,0,3,2,3
ENSG00000130385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287767,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0
ENSG00000122824,0,0,25,0,0,0,6,1,5,2,7,2,0,3,2,1
ENSG00000226530,26,5,36,25,8,1,3,5,12,2,7,7,25,3,11,3
ENSG00000187690,0,3,1,1,0,0,0,2,0,0,0,1,0,0,0,0
ENSG00000223591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189369,688,619,494,819,773,750,636,836,669,812,415,603,656,659,662,819
ENSG00000179222,2366,2248,3710,2554,2560,2614,2655,2623,1975,1812,1723,1787,2061,2811,3367,2809
ENSG00000236576,1,2,0,4,3,0,0,1,4,4,4,1,1,1,1,0
ENSG00000237528,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0
ENSG00000279750,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,0
ENSG00000154545,4,5,16,0,14,14,7,15,21,7,9,35,15,7,5,6
ENSG00000221475,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000179028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234792,1,0,0,0,2,2,1,2,1,0,2,0,0,0,4,2
ENSG00000157965,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000228354,3,1,8,1,11,7,8,4,5,3,3,4,4,2,11,4
ENSG00000222608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000268447,1,0,0,1,2,0,1,1,0,3,1,0,4,0,1,0
ENSG00000269281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171405,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179304,917,1056,1516,1580,1148,1021,1140,1197,820,833,751,907,806,1111,1245,1085
ENSG00000286118,3,5,13,11,6,4,3,8,1,0,3,1,0,3,6,1
ENSG00000184194,5,6,17,24,3,1,0,0,1,2,1,0,1,0,0,0
ENSG00000184205,1170,1104,2762,2309,1621,1278,1618,1550,1140,911,1424,1130,1275,1703,1806,1795
ENSG00000232593,734,434,556,696,654,458,521,617,528,451,429,527,654,453,565,583
ENSG00000226299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158423,40,38,18,28,34,43,35,33,30,38,18,24,31,66,62,49
ENSG00000199422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224735,0,0,0,3,1,0,6,4,0,1,0,1,1,0,0,1
ENSG00000229037,0,1,3,1,2,2,2,0,4,3,1,1,1,3,3,2
ENSG00000235916,103,36,147,93,133,97,157,105,106,103,118,76,87,58,199,75
ENSG00000201618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234566,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
ENSG00000207104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158526,1876,1940,2533,2000,2477,2213,1978,2072,1974,1642,1359,1454,1915,2467,1992,1850
ENSG00000130119,2066,1665,2270,2013,2799,2174,2107,2126,2014,1735,1324,1431,2034,1925,2034,1627
ENSG00000215197,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000102316,2229,2529,3160,2845,2878,3000,2557,2535,2221,2456,2084,1903,2177,3131,2532,2846
ENSG00000221716,1,1,5,1,4,6,3,2,2,4,5,0,3,3,4,2
ENSG00000275387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067445,37,44,250,413,24,25,66,80,20,12,49,53,19,34,78,34
ENSG00000221750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169188,1340,1166,2329,1445,1651,1440,2368,1261,1290,968,1502,945,1165,1558,2374,1359
ENSG00000238269,2,2,18,5,1,1,8,2,2,2,19,5,0,7,12,6
ENSG00000234068,0,0,2,3,0,0,2,1,0,0,2,2,1,0,4,1
ENSG00000276929,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000186678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158639,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,1
ENSG00000232765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000266328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187601,509,435,706,500,505,399,605,532,511,381,436,367,450,441,573,387
ENSG00000288739,4,7,9,6,3,0,14,8,2,2,16,6,1,5,15,6
ENSG00000200635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083750,361,409,296,565,529,515,272,589,344,421,218,379,393,369,330,423
ENSG00000227486,40,37,11,25,92,54,25,56,59,51,32,55,47,28,26,31
ENSG00000214745,0,1,0,1,0,0,1,1,3,0,1,3,0,0,1,1
ENSG00000102349,154,201,202,529,365,625,215,246,141,243,102,134,223,212,157,110
LRG_665,3039,2330,3128,3065,3311,3291,2236,2646,2268,2268,1507,1616,2993,2845,2177,1975
ENSG00000188021,3060,2336,3135,3076,3330,3300,2240,2656,2279,2281,1517,1624,3017,2853,2185,1982
ENSG00000230105,1,0,0,9,2,1,0,2,0,4,0,6,0,0,0,1
ENSG00000204272,862,920,1297,1587,1143,1372,1393,1487,782,880,849,885,921,1180,1366,1219
ENSG00000224799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226310,16,22,14,39,20,32,8,29,16,12,7,12,8,18,11,24
ENSG00000286977,44,29,18,85,51,36,24,26,25,16,15,20,37,20,31,45
ENSG00000231765,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000165591,11,3,18,35,31,37,38,39,7,16,27,19,16,12,38,18
ENSG00000198455,476,341,507,421,514,319,327,418,442,418,326,360,537,360,309,332
ENSG00000227427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000236852,86,57,161,73,91,91,148,99,101,72,84,77,79,85,131,56
ENSG00000235170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233661,0,2,0,0,0,0,2,0,4,0,2,0,0,0,0,2
ENSG00000236813,40,30,101,50,64,83,63,58,47,61,71,72,48,39,102,89
ENSG00000232794,161,159,366,177,262,221,321,191,161,132,231,141,139,179,391,191
ENSG00000287370,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000244006,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230889,0,1,0,1,3,0,0,0,0,0,0,0,1,4,0,1
ENSG00000226502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288981,84,67,43,52,96,61,28,71,59,79,40,41,104,73,40,61
ENSG00000225569,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0
ENSG00000102053,174,105,254,151,130,86,520,96,154,114,378,85,163,109,317,142
ENSG00000228158,13,63,5,112,27,17,5,10,33,62,13,44,42,60,18,41
ENSG00000227534,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1
ENSG00000147065,56339,72372,61795,70552,85966,89990,61389,77983,64671,68746,43664,58391,63979,101764,69757,78846
ENSG00000276689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233833,12,1,14,9,9,5,15,5,7,10,6,3,12,6,13,13
ENSG00000237311,4,6,0,6,1,7,0,25,9,30,1,25,9,13,0,8
ENSG00000274536,286,229,103,1274,156,212,139,362,249,214,65,263,219,127,271,357
ENSG00000284567,26,22,6,134,7,18,5,36,24,16,8,35,13,18,19,33
ENSG00000089472,0,2,1,4,3,6,1,4,2,8,1,5,1,12,7,4
ENSG00000226820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235892,1,1,5,0,0,0,3,1,1,0,4,0,0,2,2,0
ENSG00000226280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000233710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000169083,2,0,0,0,5,2,1,0,0,0,0,0,3,0,4,0
LRG_1406,2,0,0,0,5,1,1,0,0,0,0,0,3,0,4,0
ENSG00000228125,26,27,24,29,31,36,23,33,11,49,11,13,31,22,12,31
ENSG00000206646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181704,1057,774,2016,973,1223,939,990,1030,1001,839,1069,722,1111,762,889,726
ENSG00000236735,247,223,556,265,254,251,331,302,228,279,319,303,236,270,350,301
ENSG00000130052,11,22,210,147,7,48,53,16,7,26,48,17,6,28,25,38
ENSG00000232267,73,57,133,65,94,69,109,71,79,65,87,66,63,73,113,75
ENSG00000213740,804,764,2725,917,1120,709,1780,689,867,544,1279,566,843,809,2042,771
ENSG00000090776,152,152,247,96,214,185,158,119,148,118,98,53,140,233,150,144
ENSG00000172186,15,7,15,8,8,1,10,8,5,1,9,7,14,6,16,4
ENSG00000215162,2,0,0,1,1,0,0,0,1,2,0,0,3,1,0,0
ENSG00000130054,1,0,6,2,0,0,1,0,1,0,1,0,1,2,3,1
ENSG00000158813,11,3,19,16,7,5,13,8,13,7,18,9,8,6,10,12
ENSG00000285776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000089289,2805,3691,4070,5008,3655,5174,3894,4746,2594,3763,2833,3930,2657,4598,4316,4981
ENSG00000184210,0,1,1,2,5,3,0,1,1,0,3,0,0,5,4,1
ENSG00000204195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000147127,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0
ENSG00000090889,1150,973,2549,295,1419,1287,2492,400,1218,493,1754,955,746,1319,3097,1518
ENSG00000201377,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130055,2,0,3,0,2,2,1,0,1,0,1,1,1,6,2,2
ENSG00000082458,1679,2128,3640,2187,2760,3046,3628,2834,1913,2280,2423,2129,1703,2745,3173,2209
ENSG00000200431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230629,6620,4988,15779,5860,6778,6333,11207,7246,5324,4663,8687,6112,5072,5217,10600,6701
ENSG00000184481,1203,1612,759,1534,1425,1955,1018,2022,1106,1559,669,1242,1217,2619,1041,1950
ENSG00000184634,5730,6171,6445,6215,6920,6730,5052,6783,4811,5217,3753,4321,5948,8667,5332,6902
ENSG00000196338,193,199,124,206,259,238,106,241,165,197,105,150,177,253,119,149
ENSG00000169562,1,0,2,0,2,0,5,1,0,1,2,1,1,1,1,0
LRG_245,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,0
ENSG00000147140,15268,13920,25975,16645,18025,16049,23662,15622,14014,11583,15791,12651,13237,17590,25494,17437
ENSG00000147166,42,20,113,47,51,29,120,36,38,17,73,24,42,33,121,40
ENSG00000213706,0,5,4,2,2,8,5,5,3,0,4,2,0,4,10,3
ENSG00000147133,4108,3794,2374,3955,5158,3956,2408,3934,3676,3608,1580,2951,4042,4211,2583,3565
ENSG00000275975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000147162,57425,68311,31119,134153,64808,87460,34275,113143,50403,80234,24759,79794,56308,61132,38123,76440
ENSG00000147174,341,471,296,605,382,475,190,573,251,360,155,304,316,378,314,448
ENSG00000283599,0,2,4,1,0,0,0,1,0,1,2,0,0,0,0,3
ENSG00000230934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281852,20,30,11,113,5,9,10,26,4,23,8,52,8,6,16,68
ENSG00000226870,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204131,1341,1933,908,1714,1984,3434,774,4189,1399,3002,799,3043,1650,1850,863,1525
ENSG00000196933,1497,1519,2231,1953,632,541,962,584,1361,1447,1410,1374,2451,3309,2964,3068
ENSG00000225471,1180,486,821,637,1079,738,699,1149,1099,968,688,970,1229,430,813,863
ENSG00000102309,533,401,608,434,481,528,478,439,353,374,365,328,404,458,593,431
ENSG00000239577,0,2,0,6,4,0,0,1,1,2,0,1,6,1,1,3
ENSG00000225858,4,10,7,3,5,4,3,2,1,1,2,3,1,4,3,5
ENSG00000231944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000184911,12,5,7,20,10,4,9,11,1,5,5,17,5,2,7,4
ENSG00000269911,137,88,116,175,93,88,81,201,66,40,55,81,116,48,85,100
ENSG00000283594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230311,289,283,877,325,380,327,532,368,260,274,463,260,298,336,526,349
ENSG00000225664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204116,557,309,268,561,553,416,236,602,535,633,195,528,758,279,264,463
ENSG00000230146,131,118,212,109,163,156,173,123,96,103,119,83,117,134,189,127
ENSG00000270641,4,1,1,2,1,0,0,2,0,5,4,2,8,21,10,11
ENSG00000278039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225470,1399,994,869,1423,1548,1233,957,1506,1156,1221,673,1147,2315,1691,1647,1889
ENSG00000274430,61,57,149,85,95,74,101,108,49,62,72,61,130,147,201,133
ENSG00000276784,52,62,87,46,83,64,81,94,45,54,55,45,94,100,135,123
ENSG00000228906,17,18,6,28,29,27,18,11,11,11,6,8,30,16,10,23
ENSG00000233984,33,19,84,20,27,32,66,22,19,22,46,26,31,32,77,34
ENSG00000203397,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000234969,3,3,15,7,3,3,15,6,3,5,5,0,22,20,19,20
ENSG00000223650,18,29,48,51,47,42,45,56,24,45,25,46,21,53,38,43
ENSG00000232928,12,13,46,15,17,23,34,16,15,11,15,8,0,0,0,0
ENSG00000231549,83,27,198,70,110,71,143,68,78,68,109,64,72,49,138,62
ENSG00000204113,3,0,2,4,0,1,1,2,0,0,3,0,3,4,2,0
ENSG00000228492,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000283534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213695,18,11,36,7,9,6,17,17,11,7,12,9,12,18,33,13
ENSG00000147100,0,0,35,17,1,0,0,0,0,2,0,0,0,0,2,0
ENSG00000199885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000094841,517,409,2432,585,604,476,844,570,444,371,768,376,511,492,821,506
ENSG00000229661,0,0,0,1,0,1,0,5,0,0,0,2,0,0,0,0
ENSG00000199601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233254,140,98,229,112,127,112,193,145,66,99,127,108,115,73,197,132
ENSG00000224775,23,28,31,35,23,28,24,34,28,18,26,15,27,32,21,27
ENSG00000233063,0,1,1,4,1,1,1,0,0,2,0,1,2,2,2,1
ENSG00000226753,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
ENSG00000226854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232332,43,42,70,41,77,69,73,68,40,46,52,42,33,42,82,55
ENSG00000102390,1000,1030,1607,1243,1527,1321,1419,1201,1135,1055,907,966,978,1270,1393,1210
ENSG00000237252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000201826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198934,264,218,133,197,273,265,187,213,210,253,136,181,228,247,205,151
ENSG00000201447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196468,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000237106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000263410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131174,2411,1962,5520,2009,3253,2540,4399,2401,2476,1903,3235,1826,2332,2467,5192,2199
